time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1989-07-15T00:08:02.600Z,38.607,-83.569,10,3.1,mb_lg,,,0.23382,,se,se60923,2022-06-28T14:25:48.636Z,"9 km SSE of Manchester, Ohio",earthquake,,,,,reviewed,us,us
1989-08-05T21:07:59.100Z,43.21,-79.53,18,3.3,mblg,,,,,us,usp0003y41,2014-11-07T00:44:40.254Z,"12 km WNW of Vineland, Canada",earthquake,,,,,reviewed,ott,ott
1989-08-24T15:56:59.330Z,41.614,-70.899,5,3,md,,,,0.8,us,usp0003yv1,2014-11-07T00:44:44.840Z,"2 km S of Fairhaven, Massachusetts",earthquake,,,,,reviewed,us,wes
1989-09-03T09:57:36.300Z,35.535,-84.499,18.8,2.5,md,,156,0.40469,0.1,se,se60946,2022-06-28T14:26:33.412Z,"4 km ENE of Niota, Tennessee",earthquake,,2.6,,,reviewed,se,se
1989-09-07T05:18:06.200Z,35.493,-84.436,14.1,2.9,md,,152,0.43167,0.3,se,se60947,2022-06-28T14:26:34.824Z,"7 km WSW of Madisonville, Tennessee",earthquake,,1.6,,,reviewed,se,se
1989-12-02T13:31:45.600Z,35.993,-83.847,10.9,2.9,mb_lg,,46,0.20684,0.2,se,se60968,2022-06-28T14:27:43.687Z,"7 km ENE of Knoxville, Tennessee",earthquake,,0.5,,,reviewed,se,us
1990-01-13T20:47:55.330Z,39.425,-76.881,5,2.6,md,,,,0.9,us,usp000447m,2022-06-28T14:28:04.649Z,"6 km ENE of Eldersburg, Maryland",earthquake,,,,,reviewed,us,ned
1990-01-19T17:36:52.700Z,34.956,-84.907,10.8,2.8,md,,140,0.29678,0.2,se,se60978,2022-06-28T14:28:06.188Z,"4 km E of Cohutta, Georgia",earthquake,,0.5,,,reviewed,se,se
1990-01-23T00:41:05.790Z,42.523,-71.544,5,2.5,md,,,,0.3,us,usp00044m9,2014-11-07T00:45:35.284Z,"3 km NNW of Boxborough, Massachusetts",earthquake,,,,,reviewed,us,wes
1990-02-07T07:41:39.900Z,32.908,-80.163,9.3,2.9,mb_lg,,,0.01799,0.1,se,se60985,2022-06-28T14:28:24.217Z,"9 km S of Centerville, South Carolina",earthquake,,0.6,,,reviewed,us,us
1990-02-17T16:30:32.000Z,35.716,-84.23,1,2.7,md,,45,0.20684,0.4,se,se60989,2022-06-28T14:28:35.693Z,"4 km NNE of Tellico Village, Tennessee",earthquake,,0.6,,,reviewed,se,se
1990-03-18T03:41:34.300Z,35.707,-84.286,11.8,2.8,md,,45,0.20684,0.4,se,se61001,2022-06-28T14:28:59.371Z,"3 km NW of Tellico Village, Tennessee",earthquake,,0.4,,,reviewed,se,se
1990-03-31T16:27:43.600Z,35.946,-84.52,10.3,2.6,md,,57,0.17986,0.4,se,se61011,2022-06-28T14:29:35.286Z,"3 km ENE of Harriman, Tennessee",earthquake,,0.4,,,reviewed,se,se
1990-04-17T10:27:34.780Z,40.46,-84.852,5,3,mblg,,,,0.5,us,usp0004818,2014-11-07T00:46:09.932Z,"8 km NW of Fort Recovery, Ohio",earthquake,,,,,reviewed,us,us
1990-05-05T20:48:56.180Z,36.035,-71.674,10,3.7,mb,,,,0.7,us,usp00048x5,2014-11-07T00:46:18.601Z,"off the east coast of the United States",earthquake,,,,1,reviewed,us,us
1990-05-11T18:23:34.000Z,32.951,-80.155,6.1,2.6,md,,,0.05396,0.1,se,se61018,2022-06-28T14:30:05.881Z,"5 km SSE of Centerville, South Carolina",earthquake,,1,,,reviewed,us,us
1990-06-02T02:57:41.500Z,32.935,-80.15,5.4,2.5,md,,,0.03597,0.2,se,se61022,2022-06-28T14:30:14.937Z,"6 km SSW of Ladson, South Carolina",earthquake,,2.8,,,reviewed,us,us
1990-06-04T11:26:47.060Z,41.098,-83.638,5,2.5,mblg,,,,0.8,us,usp0004a4h,2014-11-07T00:46:29.177Z,"4 km SSE of Van Buren, Ohio",earthquake,,,,,reviewed,us,us
1990-06-18T10:03:33.400Z,32.951,-80.158,4.9,2.6,md,,,0.05396,0.2,se,se61029,2022-06-28T14:30:46.597Z,"5 km SSE of Centerville, South Carolina",earthquake,,1.1,,,reviewed,us,us
1990-07-11T18:41:10.700Z,35.799,-83.991,17,2.9,md,,75,0.22483,0.2,se,se61037,2022-06-28T14:31:23.441Z,"1 km NW of Alcoa, Tennessee",earthquake,,1,,,reviewed,se,se
1990-07-28T11:09:39.000Z,34.919,-85.008,13.9,2.9,md,,131,0.28778,0.2,se,se61042,2022-06-28T14:31:38.062Z,"3 km WNW of Varnell, Georgia",earthquake,,0.6,,,reviewed,se,se
1990-07-29T14:19:42.500Z,35.223,-84.818,12.1,2.5,md,,61,0.12591,0.2,se,se61043,2022-06-28T14:31:43.515Z,"6 km ESE of Hopewell, Tennessee",earthquake,,0.5,,,reviewed,se,se
1990-08-17T21:01:15.900Z,36.934,-83.384,0.6,4,mb_lg,,145,0.57557,0.4,se,se61050,2022-06-28T14:32:11.686Z,"9 km NNW of Loyall, Kentucky",earthquake,,2.8,,,reviewed,se,se
1990-09-08T00:03:55.300Z,38.195,-83.767,0,3.3,mb_lg,,256,1.96951,0.3,se,se61061,2022-06-28T14:32:28.365Z,"5 km N of Owingsville, Kentucky",earthquake,,1.3,,,reviewed,se,us
1990-10-07T08:47:30.500Z,46.32,-75.19,17.5,3.9,mblg,,,,,us,usp0004ff9,2014-11-07T00:47:15.520Z,"21 km WNW of La Minerve, Canada",earthquake,,,,,reviewed,ott,ott
1990-10-11T06:51:31.700Z,41.933,-70.573,13,2.7,md,,,,,us,usp0004fmg,2014-11-07T00:47:16.328Z,"5 km NNE of The Pinehills, Massachusetts",earthquake,,,,,reviewed,wes,wes
1990-10-23T01:34:48.270Z,39.512,-75.506,10,3.2,md,,,,0.3,us,usp0004g29,2014-11-07T00:47:17.948Z,"3 km W of Hancocks Bridge, New Jersey",earthquake,,,,,reviewed,us,ned
1990-11-08T10:02:10.900Z,36.954,-83.053,2.5,2.7,md,,225,0.58456,0.2,se,se61075,2022-06-28T14:33:09.584Z,"6 km WSW of Cumberland, Kentucky",earthquake,,5.2,,,reviewed,nm,nm
1990-11-08T10:08:25.400Z,37.108,-83.031,0.4,3.2,md,,234,0.71946,1,se,se61076,2022-06-28T14:33:15.721Z,"5 km SW of Blackey, Kentucky",earthquake,,7.5,,,reviewed,nm,nm
1990-11-13T15:22:13.000Z,32.947,-80.136,3.4,3.5,mb_lg,,,0.05396,0.1,se,se61078,2022-06-28T14:22:44.410Z,"4 km SSW of Ladson, South Carolina",earthquake,,1.5,,,reviewed,us,us
1990-12-17T07:22:48.500Z,41.953,-80.122,5,2.5,mblg,,,,,us,usp0004j8f,2014-11-07T00:47:37.593Z,"5 km SSE of Middleboro, Pennsylvania",earthquake,,,,,reviewed,cle,ott
1991-01-15T21:03:45.900Z,36.074,-83.804,13,2.5,md,,90,0.12591,0.2,se,se61095,2022-06-28T14:34:43.186Z,"5 km WNW of Mascot, Tennessee",earthquake,,0.5,,,reviewed,nm,nm
1991-01-26T03:21:22.610Z,41.536,-81.453,5,3.4,mblg,,,,0.7,us,usp0004m5g,2014-11-07T00:47:52.894Z,"1 km NNE of Mayfield Heights, Ohio",earthquake,,,,,reviewed,us,tul
1991-03-06T05:26:53.600Z,46.282,-76.874,18,3.9,mblg,,,,,us,usp0004nr5,2014-11-07T00:48:10.141Z,"49 km NNW of Fort-Coulonge, Canada",earthquake,,,,,reviewed,ott,ott
1991-03-15T06:54:08.300Z,37.746,-77.909,15.5,3.8,mb_lg,,116,0.16188,0.2,se,se61111,2022-06-28T14:35:35.836Z,"7 km NNW of Goochland, Virginia",earthquake,,2.5,,,reviewed,se,us
1991-04-12T11:12:11.620Z,41.151,-73.653,9.4,2.7,md,,,,,us,usp0004q85,2014-11-07T00:48:21.127Z,"2 km ENE of North Castle, New York",earthquake,,,,,reviewed,wes,wes
1991-04-17T17:42:39.000Z,40.387,-77.956,0,2.5,mblg,,,,0.3,us,usp0004qez,2014-11-07T00:48:23.205Z,"1 km WSW of Mapleton, Pennsylvania",explosion,,,,,reviewed,us,gs$
1991-04-22T01:01:20.200Z,37.942,-80.205,14.8,3.5,mb_lg,,318,0.49463,0.4,se,se61118,2022-06-28T14:36:01.657Z,"14 km ESE of Falling Spring, West Virginia",earthquake,,99,,,reviewed,se,us
1991-04-28T19:37:43.900Z,35.73,-84.099,11.1,2.8,md,,82,0.10792,0.2,se,se61121,2022-06-28T14:36:10.443Z,"4 km SE of Friendsville, Tennessee",earthquake,,0.8,,,reviewed,nm,nm
1991-05-10T13:50:43.000Z,35.757,-84.671,5.8,2.6,md,,97,0.24282,0.3,se,se61125,2022-06-28T14:36:16.325Z,"12 km S of Rockwood, Tennessee",earthquake,,3.2,,,reviewed,nm,nm
1991-05-17T18:08:47.000Z,45.5,-74.4,18,4.4,mb,,,,,us,usp0004rs1,2014-11-07T00:48:35.717Z,"7 km WNW of Rigaud, Canada",earthquake,,,,1,reviewed,ott,us
1991-05-29T02:47:18.900Z,35.415,-84.292,21.6,2.9,md,,66,0.16188,0.2,se,se61132,2022-06-28T14:36:23.323Z,"5 km N of Tellico Plains, Tennessee",earthquake,,0.9,,,reviewed,nm,nm
1991-06-17T08:53:16.740Z,42.63,-74.678,5,4,mb,,,,0.6,us,usp0004t2k,2014-11-07T00:48:45.613Z,"7 km NE of Worcester, New York",earthquake,,,,1,reviewed,us,us
1991-06-28T18:34:55.500Z,38.231,-81.335,7,3,mb_lg,,290,0.74644,0.5,se,se61138,2022-06-28T14:36:32.342Z,"4 km ENE of Pratt, West Virginia",earthquake,,2.9,,,reviewed,se,se
1991-07-05T01:47:36.700Z,45.232,-73.896,18,3.8,mblg,,,,,us,usp0004tt6,2014-11-07T00:48:52.203Z,"7 km WSW of Sainte-Martine, Canada",earthquake,,,,,reviewed,ott,ott
1991-08-15T07:16:07.150Z,40.786,-77.657,1,3,mblg,,,,0.7,us,usp0004vcw,2014-11-07T00:49:05.826Z,"7 km SSE of Centre Hall, Pennsylvania",rock burst,,,,,reviewed,us,gs$
1991-09-24T07:21:07.000Z,35.701,-84.117,13.3,3,mb_lg,,58,0.08094,0.3,se,se61156,2022-06-28T14:37:18.616Z,"6 km NE of Greenback, Tennessee",earthquake,,0.4,,,reviewed,se,us
1991-09-30T16:32:32.500Z,42.94,-71.512,4,2.7,md,,,,,us,usp0004x88,2014-11-07T00:49:18.342Z,"0 km SSE of Bedford, New Hampshire",earthquake,,,,,reviewed,wes,wes
1991-10-28T20:58:26.100Z,41.07,-73.578,10,3,mblg,,,,,us,usp0004yhu,2014-11-07T00:49:28.144Z,"3 km WNW of Stamford, Connecticut",earthquake,,,,,reviewed,wes,wes
1991-10-30T14:54:12.600Z,34.904,-84.713,8.1,3.1,md,,69,0.05396,0.3,se,se61170,2022-06-28T14:37:34.896Z,"9 km NNE of Eton, Georgia",earthquake,,0.4,,,reviewed,se,se
1991-12-01T22:39:06.700Z,34.963,-84.962,14.7,2.7,md,,79,0.18886,0.2,se,se61186,2022-06-28T14:38:20.337Z,"0 km WNW of Cohutta, Georgia",earthquake,,0.6,,,reviewed,se,se
1992-01-03T04:21:23.900Z,33.981,-82.421,3.3,3.4,md,,259,0.11691,0,se,se61195,2022-06-28T14:38:34.676Z,"4 km ENE of Willington, South Carolina",earthquake,,0.3,,,reviewed,co,co
1992-01-07T11:48:40.100Z,33.835,-81.945,3,2.7,md,,198,0.2698,2.7,se,se61198,2022-06-28T14:38:38.657Z,"5 km NNW of Edgefield, South Carolina",earthquake,,,,,reviewed,co,nm
1992-01-09T08:50:45.220Z,40.363,-74.341,7.9,3.1,md,,,,,us,usp00051k3,2014-11-07T00:49:53.969Z,"4 km WNW of Robertsville, New Jersey",earthquake,,,,,reviewed,pal,pal
1992-01-09T12:13:42.200Z,43.929,-71.208,9,2.6,md,,,,,us,usp00051k9,2014-11-07T00:49:53.997Z,"4 km SW of Albany, New Hampshire",earthquake,,,,,reviewed,wes,wes
1992-01-15T17:16:27.800Z,41.239,-74.16,7,2.5,md,,,,,us,usp00051u7,2014-11-07T00:49:55.053Z,"5 km NNE of Tuxedo Park, New York",earthquake,,,,,reviewed,pal,pal
1992-03-10T23:50:46.900Z,40.991,-72.086,10,2.8,mblg,,,,0.9,us,usp000543f,2014-11-07T00:50:15.230Z,"2 km SW of Napeague, New York",earthquake,,,,,reviewed,us,gs$
1992-03-15T06:13:55.220Z,41.911,-81.245,5,3.5,mblg,,,,0.9,us,usp000549g,2014-11-07T00:50:16.017Z,"15 km NW of North Perry, Ohio",earthquake,,,,,reviewed,us,gs$
1992-03-23T10:01:50.150Z,43.497,-71.649,5,2.8,md,,,,,us,usp00054qp,2014-11-07T00:50:18.415Z,"5 km SE of Hill, New Hampshire",earthquake,,,,,reviewed,wes,wes
1992-05-05T01:29:56.200Z,35.247,-84.527,15.5,2.7,md,,103,0.31476,0.2,se,se61235,2022-06-28T14:39:49.461Z,"8 km S of Etowah, Tennessee",earthquake,,7.7,,,reviewed,nm,nm
1992-06-03T04:40:02.800Z,46.257,-75.029,18,3.3,mblg,,,,,us,usp00058m5,2014-11-07T00:50:47.077Z,"7 km W of La Minerve, Canada",earthquake,,,,,reviewed,ott,ott
1992-08-21T16:31:56.100Z,32.985,-80.163,6.5,4.1,mb_lg,,73,0.07195,0.1,se,se61262,2022-06-28T14:41:04.008Z,"1 km SSE of Centerville, South Carolina",earthquake,,0.5,,,reviewed,co,us
1992-08-22T12:20:32.600Z,39.106,-70.319,10,4.8,mb,,,,0.8,us,usp0005cvz,2014-11-07T00:51:17.905Z,"240 km S of Madaket, Massachusetts",earthquake,,,,41,reviewed,us,us
1992-10-06T15:38:04.000Z,43.324,-71.578,5,3.4,mblg,,,,,us,usp0005f0t,2014-11-07T00:51:38.288Z,"1 km SW of Canterbury, New Hampshire",earthquake,,,,,reviewed,wes,wes
1992-11-10T17:16:46.800Z,35.644,-84.132,10.2,3,md,,74,0.28778,0.3,se,se61279,2022-06-28T14:41:42.718Z,"4 km ESE of Greenback, Tennessee",earthquake,,0.6,,,reviewed,se,se
1992-11-17T03:58:00.900Z,45.764,-74.862,18,4,mb,,,,,us,usp0005gz1,2014-11-07T00:51:52.239Z,"16 km ENE of Saint-André-Avellin, Canada",earthquake,,,,2,reviewed,ott,us
1993-01-01T05:08:05.200Z,35.878,-82.086,2.3,3,md,,115,0.56657,0.3,se,se61290,2022-06-28T14:22:58.419Z,"4 km SSW of Spruce Pine, North Carolina",earthquake,,2.1,,,reviewed,nm,nm
1993-01-15T02:02:50.900Z,35.039,-85.025,8.1,3.1,mb_lg,,136,0.21584,0.3,se,se61293,2022-06-28T14:41:59.281Z,"1 km N of Apison, Tennessee",earthquake,,0.5,,,reviewed,se,us
1993-02-26T21:13:33.810Z,39.876,-74.942,5,2.5,mblg,,,,0.4,us,usp0005nqk,2014-11-07T00:52:27.493Z,"2 km SW of Marlton, New Jersey",earthquake,,,,,reviewed,us,gs$
1993-03-10T14:32:21.630Z,39.233,-76.882,5,2.5,md,,,,0.5,us,usp0005p98,2022-06-28T14:42:09.798Z,"3 km WSW of Columbia, Maryland",earthquake,,,,,reviewed,us,bla
1993-03-15T04:29:53.970Z,39.233,-76.897,5,2.7,mblg,,,,0.9,us,usp0005phf,2022-06-28T14:42:18.702Z,"5 km W of Columbia, Maryland",earthquake,,,,,reviewed,us,gs$
1993-04-23T17:36:53.900Z,33.376,-82.853,0,2.7,md,,265,1.95153,0.5,se,se61319,2022-06-28T14:43:07.583Z,"14 km E of Mount Zion, Georgia",earthquake,,3.2,,,reviewed,se,se
1993-05-06T01:23:25.940Z,46.3,-75.5,18,3.5,mblg,,,,,us,usp0005s9g,2014-11-07T00:52:57.873Z,"27 km S of Mont-Laurier, Canada",earthquake,,,,,reviewed,ott,ott
1993-05-10T09:15:08.600Z,40.347,-76.018,5,2.8,mblg,,,,0.3,us,usp0005shd,2020-09-18T23:09:39.566Z,"1 km NW of Whitfield, Pennsylvania",earthquake,,,,,reviewed,us,gs$
1993-07-12T04:48:20.800Z,36.035,-79.823,5,2.7,mb_lg,,,0.61154,,se,se61332,2022-06-28T14:43:50.002Z,"5 km SW of Greensboro, North Carolina",earthquake,,,,,reviewed,us,us
1993-07-30T22:30:54.000Z,45.26,-74.12,8,3.9,mblg,,,,,us,usp0005xq1,2014-11-07T00:53:34.791Z,"1 km NE of Salaberry-de-Valleyfield, Canada",earthquake,,,,,reviewed,ott,ott
1993-08-08T09:24:32.400Z,33.597,-81.591,8.5,3.2,mb_lg,,112,0.16188,0.1,se,se61339,2022-06-28T14:44:26.140Z,"12 km ENE of Aiken, South Carolina",earthquake,,1.5,,,reviewed,co,us
1993-08-18T21:56:21.200Z,33.724,-84.04,0,2.5,md,,256,1.49287,0.4,se,se61345,2022-06-28T14:44:51.474Z,"2 km NNW of Lakeview Estates, Georgia",earthquake,,1.4,,,reviewed,se,se
1993-09-23T06:45:28.400Z,46.065,-74.605,18,3.8,mblg,,,,,us,usp00060wz,2014-11-07T00:54:02.229Z,"11 km SE of La Conception, Canada",earthquake,,,,,reviewed,ott,ott
1993-10-16T06:30:05.320Z,41.698,-81.012,5,3.6,mblg,,,,0.7,us,usp000622s,2014-11-07T00:54:12.887Z,"8 km SSE of Madison, Ohio",earthquake,,,,,reviewed,us,ott
1993-11-16T09:31:44.200Z,45.182,-73.495,17.1,3.8,mb,,,,,us,usp00063sg,2014-11-07T00:54:25.058Z,"5 km SSE of Saint-Édouard, Canada",earthquake,,,,2,reviewed,ott,us
1994-01-16T00:42:43.200Z,40.327,-76.007,5,4.2,mb,,,,0.8,us,usp00066h5,2017-12-01T15:18:20.109Z,"0 km E of Sinking Spring, Pennsylvania",earthquake,,,,2,reviewed,us,us
1994-01-16T01:49:16.210Z,40.33,-76.037,5,4.6,mb,,,,0.9,us,usp00066h6,2020-09-15T16:54:09.575Z,"2 km W of Sinking Spring, Pennsylvania",earthquake,,,,12,reviewed,us,us
1994-01-16T05:14:32.300Z,40.321,-76.007,5,2.9,mblg,,,,0.8,us,usp00066hb,2014-11-07T00:54:47.120Z,"0 km SSE of Sinking Spring, Pennsylvania",earthquake,,,,,reviewed,us,gs$
1994-01-18T01:43:31.810Z,40.195,-76.226,5,2.6,mblg,,,,0.7,us,usp00066s2,2014-11-07T00:54:47.891Z,"3 km SE of Clay, Pennsylvania",earthquake,,,,,reviewed,us,gs$
1994-01-29T09:54:44.100Z,33.852,-80.149,2,2.9,md,,260,0.6565,0.1,se,se61371,2022-06-28T14:46:48.415Z,"12 km NNE of Alcolu, South Carolina",earthquake,,99.9,,,reviewed,co,co
1994-02-12T02:40:24.500Z,36.8,-82,5,3.4,ml,,,,,us,usp00068dg,2014-11-07T00:54:58.249Z,"10 km NNW of Abingdon, Virginia",earthquake,,,,,reviewed,pas,pas
1994-03-12T10:43:15.740Z,42.782,-77.876,1,3.6,mblg,,,,0.6,us,usp00069kw,2014-11-07T00:55:08.508Z,"0 km NW of Cuylerville, New York",rock burst,,,,,reviewed,us,gs/
1994-03-20T06:15:40.600Z,35.309,-84.755,23.7,2.5,md,,158,0.20684,0.4,se,se61378,2022-06-28T14:47:04.777Z,"1 km NNW of Calhoun, Tennessee",earthquake,,0.6,,,reviewed,se,se
1994-04-04T15:14:44.000Z,40.4,-84.4,5,2.9,mblg,,,,,us,usp0006amy,2014-11-07T00:55:15.672Z,"2 km WNW of Minster, Ohio",earthquake,,,,,reviewed,mac,gs$
1994-05-07T05:31:35.970Z,40.312,-76.039,5,2.5,mblg,,,,0.9,us,usp0006c78,2014-11-07T00:55:27.026Z,"2 km SW of Sinking Spring, Pennsylvania",earthquake,,,,,reviewed,us,gs$
1994-05-26T04:06:04.500Z,35.176,-84.5,13.1,2.7,md,,180,0.38671,0.2,se,se61400,2022-06-28T14:47:44.257Z,"13 km E of Benton, Tennessee",earthquake,,0.7,,,reviewed,se,se
1994-08-06T19:54:11.800Z,35.101,-76.786,0,3.6,mb_lg,,252,1.93354,0.9,se,se61411,2022-06-28T14:48:18.880Z,"4 km SSW of Bayboro, North Carolina",earthquake,,10,,,reviewed,se,se
1994-09-02T21:23:06.520Z,42.798,-84.604,5,3.5,mblg,,,,0.9,us,usp0006hvv,2014-11-07T00:56:12.852Z,"5 km SSW of DeWitt, Michigan",earthquake,,,,,reviewed,us,ott
1994-09-29T22:49:20.750Z,43.744,-74.135,15.5,2.9,mblg,,,,,us,usp0006k6r,2014-11-07T00:56:21.598Z,"13 km WNW of North Creek, New York",earthquake,,,,,reviewed,pal,ott
1994-10-02T11:27:22.580Z,42.347,-72.277,10,3.7,mblg,,,,0.6,us,usp0006kak,2014-11-07T00:56:25.730Z,"6 km W of Hardwick, Massachusetts",earthquake,,,,,reviewed,us,gs/
1994-10-02T14:36:36.730Z,42.36,-72.218,10,3.3,mblg,,,,0.5,us,usp0006kaq,2014-11-07T00:56:25.767Z,"1 km NW of Hardwick, Massachusetts",earthquake,,,,,reviewed,us,gs/
1994-10-28T02:04:00.000Z,39.3,-76.6,,2.7,md,,,,,se,se61422,2022-06-28T14:48:31.765Z,"1 km E of Mount Vernon, Maryland",earthquake,,,,,reviewed,se,se
1994-11-18T11:22:10.070Z,43.781,-70.918,5,2.6,md,,,,,us,usp0006nvb,2014-11-07T00:56:48.126Z,"2 km SE of Porter, Maine",earthquake,,,,,reviewed,wes,wes
1994-11-20T19:33:34.000Z,44.233,-70.6,5,3,md,,,,,us,usp0006nz6,2014-11-07T00:56:49.418Z,"4 km WNW of Norway, Maine",earthquake,,,,,reviewed,wes,wes
1995-01-08T05:08:02.900Z,40.3,-76,5,2.5,mblg,,,,,us,usp0006r0z,2014-11-07T00:57:06.797Z,"1 km WSW of Montrose Manor, Pennsylvania",earthquake,,,,,reviewed,mac,gs$
1995-01-22T08:24:48.800Z,37.05,-80.789,9.3,2.9,mb_lg,,231,0.15288,0.2,se,se61426,2022-06-28T14:48:36.374Z,"0 km WNW of Pulaski, Virginia",earthquake,,9.3,,,reviewed,se,se
1995-02-12T16:44:31.150Z,44.267,-70.25,5,2.8,md,,,,,us,usp0006stp,2014-11-07T00:57:19.136Z,"1 km NNE of Turner, Maine",earthquake,,,,,reviewed,wes,wes
1995-02-15T15:53:57.000Z,45.9,-75.04,18,3.5,mblg,,,,,us,usp0006t0c,2014-11-07T00:57:20.254Z,"13 km SSE of Notre-Dame-du-Mont-Carmel, Canada",earthquake,,,,,reviewed,ott,ott
1995-02-17T01:13:16.200Z,44.173,-70.236,8,2.7,md,,,,,us,usp0006t31,2014-11-07T00:57:20.540Z,"7 km WSW of Greene, Maine",earthquake,,,,,reviewed,wes,wes
1995-02-19T12:57:06.000Z,39.12,-83.47,10,3.6,md,,,,,us,usp0006t72,2014-11-07T00:57:21.075Z,"8 km SSE of Rocky Fork Point, Ohio",earthquake,,,,,reviewed,slm,slm
1995-02-23T09:32:13.000Z,41.87,-80.83,5,2.9,mblg,,,,,us,usp0006td8,2014-11-07T00:57:21.909Z,"3 km W of Ashtabula, Ohio",earthquake,,,,,reviewed,ott,ott
1995-03-02T05:33:51.420Z,44.233,-74.426,4.2,3,md,,,,,us,usp0006tqg,2014-11-07T00:57:26.916Z,"3 km ENE of Tupper Lake, New York",earthquake,,,,,reviewed,pal,pal
1995-03-11T08:15:52.320Z,36.959,-83.133,1,3.7,mb,,,,0.8,us,usp0006u1x,2014-11-07T00:57:29.742Z,"11 km NNE of Evarts, Kentucky",rock burst,,,,8,reviewed,us,us
1995-03-11T09:50:04.440Z,36.99,-83.18,1,3.3,mblg,,,,0.5,us,usp0006u22,2014-11-07T00:57:29.759Z,"13 km N of Evarts, Kentucky",rock burst,,,,,reviewed,us,gs$
1995-03-11T21:10:16.030Z,40.1,-76.4,5,2.7,md,,,,,us,usp0006u2q,2014-11-07T00:57:29.867Z,"0 km ENE of Landisville, Pennsylvania",earthquake,,,,,reviewed,mac,pal
1995-03-18T22:06:20.800Z,35.422,-84.941,26,3.3,md,,91,0.27879,0.3,se,se61429,2022-06-28T14:48:49.441Z,"10 km SE of Dayton, Tennessee",earthquake,,2.1,,,reviewed,se,se
1995-04-17T13:46:00.000Z,32.997,-80.171,8.4,3.9,mb_lg,,85,0.07195,0,se,se61434,2022-06-28T14:49:13.044Z,"0 km NNW of Centerville, South Carolina",earthquake,,0.4,,,reviewed,co,us
1995-05-25T14:22:32.690Z,42.995,-78.831,5,3,mblg,,,,0.9,us,usp0006y0t,2014-11-07T00:57:59.869Z,"3 km NW of Amherst, New York",earthquake,,,,,reviewed,us,ott
1995-06-16T12:13:11.470Z,44.286,-71.915,5,3.8,mblg,,,,0.6,us,usp0006z6s,2014-11-07T00:58:09.358Z,"8 km N of Lisbon, New Hampshire",earthquake,,,,,reviewed,us,ott
1995-06-26T00:36:17.100Z,36.752,-81.481,1.8,3.4,mb_lg,,179,0.7914,0.3,se,se61440,2022-06-28T14:49:32.750Z,"6 km NNW of Trout Dale, Virginia",earthquake,,17.6,,,reviewed,se,se
1995-07-05T14:16:44.700Z,35.334,-84.163,10,3.7,mb_lg,,66,0.44966,0.3,se,se61441,2022-06-28T14:49:38.124Z,"12 km ESE of Tellico Plains, Tennessee",earthquake,,5.9,,,reviewed,se,se
1995-07-07T21:01:03.000Z,36.493,-81.833,10,3,mb_lg,,92,1.05221,0.4,se,se61442,2022-06-28T14:49:39.591Z,"3 km NW of Mountain City, Tennessee",earthquake,,4.7,,,reviewed,se,us
1995-07-28T05:47:37.100Z,46.168,-74.953,20.7,3.3,mblg,,,,,us,usp000712b,2014-11-07T00:58:23.611Z,"9 km S of La Minerve, Canada",earthquake,,,,,reviewed,ott,ott
1995-08-03T13:07:05.600Z,37.393,-76.693,1,2.9,mb_lg,,290,0.78241,0.3,se,se61447,2022-06-28T14:49:55.559Z,"13 km N of Williamsburg, Virginia",earthquake,,2.1,,,reviewed,se,us
1995-08-20T16:15:26.000Z,45.41,-73.28,18,3.3,mblg,,,,,us,usp000725n,2014-11-07T00:58:34.039Z,"4 km S of Chambly, Canada",earthquake,,,,,reviewed,ott,ott
1995-09-12T03:59:05.000Z,45.61,-74.43,18,3.7,mblg,,,,,us,usp0007391,2014-11-07T00:58:43.229Z,"8 km S of Brownsburg-Chatham, Canada",earthquake,,,,,reviewed,ott,ott
1995-09-21T23:03:27.000Z,45.08,-74.21,18,3.1,mblg,,,,,us,usp00073rq,2014-11-07T00:58:45.909Z,"3 km W of Huntingdon, Canada",earthquake,,,,,reviewed,ott,ott
1995-10-10T07:19:20.000Z,46.42,-78.77,18,3.5,mblg,,,,,us,usp00074wz,2014-11-07T00:58:56.201Z,"southern Quebec, Canada",earthquake,,,,,reviewed,ott,ott
1995-10-26T00:37:28.960Z,37.053,-83.121,1,3.9,mb,,,,1.2,us,usp00075sq,2014-11-07T00:59:01.165Z,"14 km NW of Cumberland, Kentucky",rock burst,,,,5,reviewed,us,us
1995-11-15T10:29:24.800Z,37.717,-81.043,32.8,2.6,md,,288,0.44966,0.3,se,se61454,2022-06-28T14:50:26.742Z,"5 km ENE of Shady Spring, West Virginia",earthquake,,27.7,,,reviewed,se,se
1995-12-15T10:16:39.900Z,36.193,-83.694,10,2.8,mb_lg,,216,1.16912,0.6,se,se61455,2022-06-28T14:50:31.490Z,"Kentucky-Tennessee border region",earthquake,,3.8,,,reviewed,se,se
1995-12-28T23:48:30.400Z,38.084,-80.968,13.1,2.5,md,,287,0.78241,0.1,se,se61457,2022-06-28T14:50:34.106Z,"4 km SE of Hico, West Virginia",earthquake,,7.9,,,reviewed,se,se
